,gameID,target,choice,correct,rt,fname,d1,d2,d3,target_category,chosen_category,condition,drawDuration,original_gameID,viewer_correct,viewer_choice,viewer_RT,mean_intensity,num_strokes,correct_class
6822,9246-8b212138-b21d-429f-8ef3-141ca593d789,waiting,waiting,1,3253,gameID_3169-1a552a49-44e5-4a78-bed6-72a6aca82625_trial_14.png,knob,leather,leather,chair,chair,closer,24.066,3169-1a552a49-44e5-4a78-bed6-72a6aca82625,True,waiting,4.519,0.0567,12,True
6823,9246-8b212138-b21d-429f-8ef3-141ca593d789,white,hatchback,0,2214,gameID_1227-b0df7616-c762-4bb6-8c0e-fcb7cf68ddba_trial_14.png,nightingale,sling,sling,car,car,further,2.536,1227-b0df7616-c762-4bb6-8c0e-fcb7cf68ddba,True,white,2.5069999999999997,0.0344,3,True
6824,9246-8b212138-b21d-429f-8ef3-141ca593d789,white,redantique,0,3960,gameID_0647-bfcd78e5-085c-4631-a47c-0f3dadf71345_trial_14.png,robin,sling,sling,car,car,further,5.0,0647-bfcd78e5-085c-4631-a47c-0f3dadf71345,True,white,2.364,0.0476,6,True
6825,9246-8b212138-b21d-429f-8ef3-141ca593d789,redantique,redantique,1,1818,gameID_7988-85f09ac5-8225-48f3-9367-e890cdbb4ffb_trial_14.png,nightingale,knob,knob,car,car,further,19.442,7988-85f09ac5-8225-48f3-9367-e890cdbb4ffb,True,redantique,2.448,0.0281,4,True
6826,9246-8b212138-b21d-429f-8ef3-141ca593d789,pug,pug,1,3940,gameID_1649-32db6539-aa0f-4f13-85ad-e1082911fc9f_trial_14.png,cuckoo,brown,brown,dog,dog,further,11.258,1649-32db6539-aa0f-4f13-85ad-e1082911fc9f,True,pug,3.7239999999999998,0.0352,6,True
6827,9246-8b212138-b21d-429f-8ef3-141ca593d789,squat,tomtit,0,7632,gameID_5994-c7c61529-a835-4433-9c73-f628a189f385_trial_14.png,inlay,straight,straight,chair,bird,closer,7.231,5994-c7c61529-a835-4433-9c73-f628a189f385,True,squat,15.362,0.0198,4,False
6828,9246-8b212138-b21d-429f-8ef3-141ca593d789,basset,basset,1,3239,gameID_2323-a9c585ff-0096-4f9c-8be4-e202993c654f_trial_15.png,crow,redantique,redantique,dog,dog,further,33.519,2323-a9c585ff-0096-4f9c-8be4-e202993c654f,True,basset,10.323,0.0377,12,True
6831,9246-8b212138-b21d-429f-8ef3-141ca593d789,goldenretriever,goldenretriever,1,4220,gameID_3230-d1aa5a54-b0ce-4d0d-be06-e49efb324a4b_trial_16.png,bullmastiff,doberman,doberman,dog,dog,closer,6.861000000000001,3230-d1aa5a54-b0ce-4d0d-be06-e49efb324a4b,True,goldenretriever,16.396,0.0466,5,True
6832,9246-8b212138-b21d-429f-8ef3-141ca593d789,weimaraner,doberman,0,5635,gameID_8154-5d8b5091-2c29-4502-9719-1b295ff55c49_trial_16.png,pug,goldenretriever,goldenretriever,dog,dog,closer,8.696,8154-5d8b5091-2c29-4502-9719-1b295ff55c49,True,weimaraner,6.635,0.087,2,True
6833,9246-8b212138-b21d-429f-8ef3-141ca593d789,knob,knob,1,4851,gameID_7567-ce474df0-a84b-46aa-b23d-c238f8234641_trial_16.png,straight,inlay,inlay,chair,chair,closer,24.971,7567-ce474df0-a84b-46aa-b23d-c238f8234641,True,knob,2.032,0.0524,11,True
6834,9246-8b212138-b21d-429f-8ef3-141ca593d789,inlay,inlay,1,4816,gameID_7584-c7bb6a5e-cd82-45fc-823a-ada7595a25c5_trial_16.png,crow,hatchback,hatchback,chair,chair,further,14.515,7584-c7bb6a5e-cd82-45fc-823a-ada7595a25c5,True,inlay,12.03,0.0602,7,True
6835,9246-8b212138-b21d-429f-8ef3-141ca593d789,cuckoo,cuckoo,1,2784,gameID_3741-3d676fa8-13ae-4785-8a62-7cc820eaccb0_trial_16.png,redsport,sling,sling,bird,bird,further,14.708,3741-3d676fa8-13ae-4785-8a62-7cc820eaccb0,True,cuckoo,2.93,0.0391,11,True
6836,9246-8b212138-b21d-429f-8ef3-141ca593d789,crow,crow,1,5198,gameID_1695-dcc9fa2e-386a-42cc-a4cb-fbb1a309c5d9_trial_16.png,bluejay,sparrow,sparrow,bird,bird,closer,72.111,1695-dcc9fa2e-386a-42cc-a4cb-fbb1a309c5d9,True,crow,7.039,0.0684,21,True
6837,9246-8b212138-b21d-429f-8ef3-141ca593d789,doberman,doberman,1,3824,gameID_0303-238b7c04-aff2-417c-b7ab-895bcb3d54b9_trial_16.png,bloodhound,basset,basset,dog,dog,closer,40.369,0303-238b7c04-aff2-417c-b7ab-895bcb3d54b9,True,doberman,6.6770000000000005,0.0335,321,True
6838,9246-8b212138-b21d-429f-8ef3-141ca593d789,knob,knob,1,4301,gameID_7639-4967af0b-721a-46b1-a2ca-3010355ac1f0_trial_16.png,sparrow,redantique,redantique,chair,chair,further,12.925,7639-4967af0b-721a-46b1-a2ca-3010355ac1f0,True,knob,11.149000000000001,0.0515,12,True
6839,9246-8b212138-b21d-429f-8ef3-141ca593d789,pigeon,cuckoo,0,8245,gameID_1783-0c833753-f18a-428d-9d3a-2e37d06f04e6_trial_16.png,bluejay,tomtit,tomtit,bird,bird,closer,24.726,1783-0c833753-f18a-428d-9d3a-2e37d06f04e6,False,tomtit,4.468,0.0479,14,True
6840,9246-8b212138-b21d-429f-8ef3-141ca593d789,sling,sling,1,2295,gameID_5708-fd15d921-aa1b-46e4-ad51-e0c743c2db0d_trial_17.png,bluejay,redsport,redsport,chair,chair,further,16.877,5708-fd15d921-aa1b-46e4-ad51-e0c743c2db0d,True,sling,3.408,0.1057,11,True
6841,9246-8b212138-b21d-429f-8ef3-141ca593d789,white,white,1,3402,gameID_2323-a9c585ff-0096-4f9c-8be4-e202993c654f_trial_17.png,cuckoo,straight,straight,car,car,further,19.230999999999998,2323-a9c585ff-0096-4f9c-8be4-e202993c654f,True,white,10.517000000000001,0.0405,6,True
6842,9246-8b212138-b21d-429f-8ef3-141ca593d789,brown,bluesedan,0,9460,gameID_6373-a60ef7ba-4340-4fc3-b549-bf974318f61d_trial_17.png,beetle,hatchback,hatchback,car,car,closer,21.469,6373-a60ef7ba-4340-4fc3-b549-bf974318f61d,False,beetle,14.33,0.0292,7,True
6843,9246-8b212138-b21d-429f-8ef3-141ca593d789,redsport,brown,0,3542,gameID_8621-ca1f4a87-da08-43dd-96fb-948482e4d94c_trial_17.png,bluejay,waiting,waiting,car,car,further,4.298,8621-ca1f4a87-da08-43dd-96fb-948482e4d94c,True,redsport,3.032,0.0429,3,True
6844,9246-8b212138-b21d-429f-8ef3-141ca593d789,nightingale,nightingale,1,4139,gameID_4546-1d43f895-aec3-43e5-83dd-8069d67a2b47_trial_17.png,bluejay,sparrow,sparrow,bird,bird,closer,16.024,4546-1d43f895-aec3-43e5-83dd-8069d67a2b47,False,bluejay,11.763,0.0161,5,True
6845,9246-8b212138-b21d-429f-8ef3-141ca593d789,straight,straight,1,2226,gameID_3113-105e6653-7fd1-4451-af00-46bb3145880a_trial_17.png,pigeon,white,white,chair,chair,further,13.474,3113-105e6653-7fd1-4451-af00-46bb3145880a,True,straight,3.798,0.0339,8,True
6846,9246-8b212138-b21d-429f-8ef3-141ca593d789,tomtit,sparrow,0,4886,gameID_5148-2dd2d418-6ff6-40f1-ac59-e201d15bc528_trial_17.png,brown,knob,knob,bird,bird,further,2.998,5148-2dd2d418-6ff6-40f1-ac59-e201d15bc528,True,tomtit,5.843,0.0382,7,True
6847,9246-8b212138-b21d-429f-8ef3-141ca593d789,leather,inlay,0,4990,gameID_7823-f830a2ad-96de-4d1f-a926-5b44d0a625aa_trial_17.png,cuckoo,brown,brown,chair,chair,further,4.428999999999999,7823-f830a2ad-96de-4d1f-a926-5b44d0a625aa,True,leather,3.188,0.0255,6,True
6848,9246-8b212138-b21d-429f-8ef3-141ca593d789,waiting,straight,0,4580,gameID_3230-d1aa5a54-b0ce-4d0d-be06-e49efb324a4b_trial_18.png,bluejay,brown,brown,chair,chair,further,15.073,3230-d1aa5a54-b0ce-4d0d-be06-e49efb324a4b,True,waiting,2.825,0.024,7,True
6849,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,beetle,beetle,1,6813,gameID_3169-1a552a49-44e5-4a78-bed6-72a6aca82625_trial_18.png,white,redsport,redsport,car,car,closer,14.003,3169-1a552a49-44e5-4a78-bed6-72a6aca82625,True,beetle,6.019,0.0522,8,True
6850,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,leather,waiting,0,13809,gameID_1227-b0df7616-c762-4bb6-8c0e-fcb7cf68ddba_trial_18.png,pigeon,beetle,beetle,chair,chair,further,17.063,1227-b0df7616-c762-4bb6-8c0e-fcb7cf68ddba,True,leather,2.688,0.0818,9,True
6851,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,cuckoo,cuckoo,1,6351,gameID_0773-7fd737ec-3498-4e32-b097-7d7f0b9a0af8_trial_18.png,nightingale,crow,crow,bird,bird,closer,16.347,0773-7fd737ec-3498-4e32-b097-7d7f0b9a0af8,True,cuckoo,25.392,0.0444,5,True
6852,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,sparrow,tomtit,0,9362,gameID_6444-67a3b4d4-43a4-41bb-a9cf-e8739fbe8802_trial_18.png,robin,crow,crow,bird,bird,closer,50.136,6444-67a3b4d4-43a4-41bb-a9cf-e8739fbe8802,False,pigeon,7.849,0.0327,18,True
6853,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,sparrow,pigeon,0,4121,gameID_6224-40ab6004-b7c1-4d1d-a308-a061099290fc_trial_19.png,beetle,leather,leather,bird,bird,further,6.7989999999999995,6224-40ab6004-b7c1-4d1d-a308-a061099290fc,True,sparrow,1.913,0.0266,3,True
6854,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,doberman,doberman,1,4731,gameID_2323-a9c585ff-0096-4f9c-8be4-e202993c654f_trial_19.png,pug,bullmastiff,bullmastiff,dog,dog,closer,78.806,2323-a9c585ff-0096-4f9c-8be4-e202993c654f,True,doberman,8.766,0.0954,13,True
6855,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,crow,crow,1,8742,gameID_6373-a60ef7ba-4340-4fc3-b549-bf974318f61d_trial_19.png,robin,bluejay,bluejay,bird,bird,closer,14.081,6373-a60ef7ba-4340-4fc3-b549-bf974318f61d,True,crow,14.522,0.0266,7,True
6856,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,brown,redantique,0,4820,gameID_6097-bd18a2a0-7f23-4304-890f-cb44cf334fe4_trial_19.png,beetle,white,white,car,car,closer,21.713,6097-bd18a2a0-7f23-4304-890f-cb44cf334fe4,True,brown,5.026,0.0257,6,True
6857,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,straight,inlay,0,9831,gameID_2121-a3dd33f4-82fc-4913-991c-1d372f6923f0_trial_19.png,sparrow,redsport,redsport,chair,chair,further,4.38,2121-a3dd33f4-82fc-4913-991c-1d372f6923f0,True,straight,11.664000000000001,0.0355,6,True
6858,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,squat,squat,1,2959,gameID_2721-f28245be-a3ac-425e-9538-5c0803980807_trial_19.png,inlay,sling,sling,chair,chair,closer,59.29,2721-f28245be-a3ac-425e-9538-5c0803980807,True,squat,4.952,0.0718,23,True
6859,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,leather,sling,0,5546,gameID_6486-e7055f99-5fec-4fb7-a7fd-7ebf49ba594f_trial_19.png,pigeon,redsport,redsport,chair,chair,further,46.901,6486-e7055f99-5fec-4fb7-a7fd-7ebf49ba594f,True,leather,24.247,0.084,11,True
6860,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,sparrow,nightingale,0,6107,gameID_7639-4967af0b-721a-46b1-a2ca-3010355ac1f0_trial_19.png,redantique,knob,knob,bird,bird,further,7.476,7639-4967af0b-721a-46b1-a2ca-3010355ac1f0,True,sparrow,24.808000000000003,0.0267,8,True
6861,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,woven,woven,1,10810,gameID_4609-852cfd4d-44d8-42fc-9c7c-8460ce918f16_trial_19.png,sparrow,beetle,beetle,chair,chair,further,17.684,4609-852cfd4d-44d8-42fc-9c7c-8460ce918f16,True,woven,3.034,0.06,8,True
6862,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,robin,robin,1,3906,gameID_0225-fd115f45-542e-4c76-9672-54e60295fc00_trial_20.png,crow,bluejay,bluejay,bird,bird,closer,32.294000000000004,0225-fd115f45-542e-4c76-9672-54e60295fc00,True,robin,2.29,0.0586,8,True
6863,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,bluesedan,redsport,0,5901,gameID_8196-ad38e7de-f882-4af8-8645-0934a9585321_trial_20.png,beetle,redsport,redsport,car,car,closer,102.63600000000001,8196-ad38e7de-f882-4af8-8645-0934a9585321,False,redsport,9.615,0.0553,15,True
6864,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,chihuahua,chihuahua,1,5203,gameID_7584-c7bb6a5e-cd82-45fc-823a-ada7595a25c5_trial_20.png,sparrow,bluesedan,bluesedan,dog,dog,further,19.554000000000002,7584-c7bb6a5e-cd82-45fc-823a-ada7595a25c5,True,chihuahua,2.3280000000000003,0.0489,5,True
6865,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,nightingale,sparrow,0,3291,gameID_1227-b0df7616-c762-4bb6-8c0e-fcb7cf68ddba_trial_20.png,white,sling,sling,bird,bird,further,3.807,1227-b0df7616-c762-4bb6-8c0e-fcb7cf68ddba,True,nightingale,2.287,0.0398,3,True
6866,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,leather,leather,1,3912,gameID_5707-49e9e7c8-5fe1-4469-9905-4ba89ccde7dd_trial_20.png,knob,waiting,waiting,chair,chair,closer,40.23,5707-49e9e7c8-5fe1-4469-9905-4ba89ccde7dd,True,leather,13.515,0.0634,11,True
6867,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,bluejay,bluejay,1,3698,gameID_4613-4fa2802d-8f43-4ffd-9a0a-9d29240651d1_trial_20.png,robin,nightingale,nightingale,bird,bird,closer,8.26,4613-4fa2802d-8f43-4ffd-9a0a-9d29240651d1,True,bluejay,3.165,0.0506,4,True
6868,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,bullmastiff,pug,0,12370,gameID_9699-54dcccb8-23c7-45a9-8a18-f3a9ac597eb6_trial_20.png,robin,bluesport,bluesport,dog,dog,further,8.42,9699-54dcccb8-23c7-45a9-8a18-f3a9ac597eb6,True,bullmastiff,3.4730000000000003,0.053,2,True
6869,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,sparrow,bluejay,0,4476,gameID_9877-e1c91119-da46-40fa-82fe-17405ca56a3b_trial_20.png,tomtit,pigeon,pigeon,bird,bird,closer,22.188000000000002,9877-e1c91119-da46-40fa-82fe-17405ca56a3b,True,sparrow,9.838,0.0393,6,True
6870,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,doberman,pug,0,6979,gameID_4099-cfa19d59-4f8b-4d34-bd3f-23a1e8c79e67_trial_21.png,basset,weimaraner,weimaraner,dog,dog,closer,17.167,4099-cfa19d59-4f8b-4d34-bd3f-23a1e8c79e67,True,doberman,8.158999999999999,0.0449,8,True
6871,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,inlay,inlay,1,4597,gameID_1752-fba5d4af-f103-4e3a-b100-d479bb0a2d11_trial_21.png,straight,woven,woven,chair,chair,closer,26.289,1752-fba5d4af-f103-4e3a-b100-d479bb0a2d11,True,inlay,4.691,0.0429,9,True
6872,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,sling,sling,1,4623,gameID_8196-ad38e7de-f882-4af8-8645-0934a9585321_trial_21.png,pigeon,brown,brown,chair,chair,further,44.762,8196-ad38e7de-f882-4af8-8645-0934a9585321,True,sling,4.168,0.1124,19,True
6873,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,crow,robin,0,4074,gameID_9840-46b175c7-8715-49fe-99a6-0dae8776ef1b_trial_21.png,pigeon,cuckoo,cuckoo,bird,bird,closer,41.894,9840-46b175c7-8715-49fe-99a6-0dae8776ef1b,True,crow,3.138,0.0583,19,True
6874,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,basset,basset,1,2181,gameID_3257-2f4b83dc-a618-4194-a666-67e8a3f5539d_trial_21.png,pug,bullmastiff,bullmastiff,dog,dog,closer,22.250999999999998,3257-2f4b83dc-a618-4194-a666-67e8a3f5539d,True,basset,8.92,0.0493,4,True
6875,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,bloodhound,bullmastiff,0,3129,gameID_1227-b0df7616-c762-4bb6-8c0e-fcb7cf68ddba_trial_21.png,chihuahua,doberman,doberman,dog,dog,closer,7.566,1227-b0df7616-c762-4bb6-8c0e-fcb7cf68ddba,False,chihuahua,10.642000000000001,0.0448,8,True
6876,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,basset,bloodhound,0,5993,gameID_8901-cec404f6-c1b9-458f-8ab5-3fac34c1563f_trial_21.png,tomtit,redsport,redsport,dog,dog,further,11.755999999999998,8901-cec404f6-c1b9-458f-8ab5-3fac34c1563f,True,basset,22.576999999999998,0.0364,5,True
6877,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,basset,weimaraner,0,3627,gameID_4922-1aed9a2a-2e30-4032-9087-500ec1c2d3aa_trial_21.png,nightingale,redantique,redantique,dog,dog,further,9.197000000000001,4922-1aed9a2a-2e30-4032-9087-500ec1c2d3aa,True,basset,3.8680000000000003,0.0271,2,True
6878,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,cuckoo,cuckoo,1,2391,gameID_2137-5eb24312-af96-43dc-bb4b-76ac0d817ede_trial_21.png,tomtit,crow,crow,bird,bird,closer,19.483,2137-5eb24312-af96-43dc-bb4b-76ac0d817ede,True,cuckoo,3.14,0.0278,8,True
6879,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,weimaraner,bloodhound,0,3335,gameID_2107-760dc7ba-9d69-4d14-89ce-16d8e4ed049d_trial_21.png,sparrow,white,white,dog,dog,further,8.413,2107-760dc7ba-9d69-4d14-89ce-16d8e4ed049d,True,weimaraner,5.84,0.0609,4,True
6880,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,white,bluesport,0,5474,gameID_3485-477008c1-e529-4ad0-a62b-df33c782a5e3_trial_21.png,tomtit,knob,knob,car,car,further,2.8369999999999997,3485-477008c1-e529-4ad0-a62b-df33c782a5e3,True,white,1.558,0.0275,3,True
6881,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,pug,goldenretriever,0,6168,gameID_1783-0c833753-f18a-428d-9d3a-2e37d06f04e6_trial_21.png,doberman,bloodhound,bloodhound,dog,dog,closer,28.538,1783-0c833753-f18a-428d-9d3a-2e37d06f04e6,False,doberman,3.25,0.0467,12,True
6882,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,bullmastiff,pug,0,3989,gameID_7004-6ff0964c-ff95-40f9-8696-d6a8931c94d5_trial_22.png,robin,redantique,redantique,dog,dog,further,8.847000000000001,7004-6ff0964c-ff95-40f9-8696-d6a8931c94d5,True,bullmastiff,1.475,0.0447,8,True
6883,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,cuckoo,tomtit,0,2848,gameID_5331-d3bd334d-3d8c-400e-b3b2-44cd69623cb7_trial_22.png,bluesedan,inlay,inlay,bird,bird,further,3.648,5331-d3bd334d-3d8c-400e-b3b2-44cd69623cb7,True,cuckoo,3.1439999999999997,0.0322,4,True
6884,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,redsport,redsport,1,8681,gameID_6592-d354ecd6-f421-4200-98e1-8d7c0ee48a43_trial_22.png,brown,hatchback,hatchback,car,car,closer,48.913000000000004,6592-d354ecd6-f421-4200-98e1-8d7c0ee48a43,False,hatchback,11.469000000000001,0.0697,14,True
6885,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,brown,redantique,0,2560,gameID_4088-45a9d4bd-2ce2-4404-8743-5d9a30dc38e2_trial_22.png,redsport,beetle,beetle,car,car,closer,85.43700000000001,4088-45a9d4bd-2ce2-4404-8743-5d9a30dc38e2,True,brown,24.049,0.0386,13,True
6886,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,sparrow,doberman,0,3886,gameID_4409-c993cc06-d675-4acb-881f-b5377cf24d71_trial_22.png,robin,nightingale,nightingale,bird,dog,closer,43.348,4409-c993cc06-d675-4acb-881f-b5377cf24d71,True,sparrow,2.568,0.0583,8,False
6887,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,bullmastiff,goldenretriever,0,2072,gameID_8297-39d66207-4fb6-430c-8e2b-4f95213b6a55_trial_22.png,cuckoo,bluesedan,bluesedan,dog,dog,further,2.061,8297-39d66207-4fb6-430c-8e2b-4f95213b6a55,True,bullmastiff,4.604,0.0358,3,True
6888,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,doberman,doberman,1,2834,gameID_9840-46b175c7-8715-49fe-99a6-0dae8776ef1b_trial_22.png,goldenretriever,bloodhound,bloodhound,dog,dog,closer,35.985,9840-46b175c7-8715-49fe-99a6-0dae8776ef1b,True,doberman,2.025,0.1197,6,True
6889,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,sparrow,sparrow,1,4641,gameID_3169-1a552a49-44e5-4a78-bed6-72a6aca82625_trial_22.png,pigeon,nightingale,nightingale,bird,bird,closer,31.635,3169-1a552a49-44e5-4a78-bed6-72a6aca82625,True,sparrow,10.555,0.0428,14,True
6890,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,basset,basset,1,4201,gameID_1682-6ebee481-ec2e-4624-a5d2-2e74803e940d_trial_22.png,nightingale,white,white,dog,dog,further,20.147000000000002,1682-6ebee481-ec2e-4624-a5d2-2e74803e940d,True,basset,2.675,0.0403,18,True
6891,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,doberman,doberman,1,3655,gameID_3741-3d676fa8-13ae-4785-8a62-7cc820eaccb0_trial_22.png,bullmastiff,bloodhound,bloodhound,dog,dog,closer,30.037,3741-3d676fa8-13ae-4785-8a62-7cc820eaccb0,True,doberman,3.8930000000000002,0.0991,14,True
6892,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,bluesedan,bluesedan,1,2721,gameID_0647-bfcd78e5-085c-4631-a47c-0f3dadf71345_trial_22.png,redantique,beetle,beetle,car,car,closer,22.151999999999997,0647-bfcd78e5-085c-4631-a47c-0f3dadf71345,True,bluesedan,2.4819999999999998,0.106,18,True
6893,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,woven,woven,1,2842,gameID_2721-f28245be-a3ac-425e-9538-5c0803980807_trial_22.png,tomtit,hatchback,hatchback,chair,chair,further,14.852,2721-f28245be-a3ac-425e-9538-5c0803980807,True,woven,6.736000000000001,0.0471,8,True
6894,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,redantique,hatchback,0,2493,gameID_4922-1aed9a2a-2e30-4032-9087-500ec1c2d3aa_trial_22.png,nightingale,squat,squat,car,car,further,5.106,4922-1aed9a2a-2e30-4032-9087-500ec1c2d3aa,True,redantique,3.7110000000000003,0.0327,4,True
6895,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,doberman,pug,0,4824,gameID_3113-105e6653-7fd1-4451-af00-46bb3145880a_trial_22.png,bluejay,hatchback,hatchback,dog,dog,further,25.908,3113-105e6653-7fd1-4451-af00-46bb3145880a,True,doberman,4.031000000000001,0.0387,13,True
6896,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,waiting,waiting,1,2296,gameID_0773-7fd737ec-3498-4e32-b097-7d7f0b9a0af8_trial_22.png,pigeon,bluesedan,bluesedan,chair,chair,further,21.378,0773-7fd737ec-3498-4e32-b097-7d7f0b9a0af8,True,waiting,2.081,0.0488,5,True
6897,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,leather,straight,0,5702,gameID_5148-2dd2d418-6ff6-40f1-ac59-e201d15bc528_trial_22.png,nightingale,bluesport,bluesport,chair,chair,further,2.522,5148-2dd2d418-6ff6-40f1-ac59-e201d15bc528,True,leather,2.886,0.0363,6,True
6898,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,basset,basset,1,3700,gameID_2769-b075d070-88e5-47fe-b275-c49134b19ceb_trial_22.png,bullmastiff,pug,pug,dog,dog,closer,22.99,2769-b075d070-88e5-47fe-b275-c49134b19ceb,True,basset,3.846,0.0318,15,True
6899,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,bullmastiff,bullmastiff,1,4453,gameID_8484-f49ea84f-5e54-4a64-b793-bed95e9aa1fd_trial_22.png,pigeon,redantique,redantique,dog,dog,further,11.355,8484-f49ea84f-5e54-4a64-b793-bed95e9aa1fd,True,bullmastiff,2.235,0.038,4,True
6900,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,robin,crow,0,5082,gameID_1783-0c833753-f18a-428d-9d3a-2e37d06f04e6_trial_22.png,beetle,straight,straight,bird,bird,further,14.934000000000001,1783-0c833753-f18a-428d-9d3a-2e37d06f04e6,True,robin,2.541,0.0287,10,True
6901,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,weimaraner,crow,0,5883,gameID_3956-be947e80-531d-42ce-b238-e0b3bd997edf_trial_22.png,pug,bloodhound,bloodhound,dog,bird,closer,34.042,3956-be947e80-531d-42ce-b238-e0b3bd997edf,True,weimaraner,17.301,0.028999999999999998,5,False
6902,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,brown,brown,1,3669,gameID_3230-d1aa5a54-b0ce-4d0d-be06-e49efb324a4b_trial_23.png,bluejay,waiting,waiting,car,car,further,5.402,3230-d1aa5a54-b0ce-4d0d-be06-e49efb324a4b,True,brown,2.082,0.0286,3,True
6903,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,goldenretriever,basset,0,4696,gameID_5331-d3bd334d-3d8c-400e-b3b2-44cd69623cb7_trial_23.png,doberman,bullmastiff,bullmastiff,dog,dog,closer,23.747,5331-d3bd334d-3d8c-400e-b3b2-44cd69623cb7,True,goldenretriever,10.837,0.0725,17,True
6904,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,robin,crow,0,6238,gameID_2323-a9c585ff-0096-4f9c-8be4-e202993c654f_trial_23.png,sparrow,nightingale,nightingale,bird,bird,closer,69.556,2323-a9c585ff-0096-4f9c-8be4-e202993c654f,True,robin,6.223,0.0778,14,True
6905,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,bullmastiff,goldenretriever,0,4076,gameID_5650-cb4a9e85-a383-43f6-83e6-331e286811d1_trial_23.png,tomtit,brown,brown,dog,dog,further,16.671,5650-cb4a9e85-a383-43f6-83e6-331e286811d1,True,bullmastiff,2.823,0.0563,5,True
6906,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,nightingale,crow,0,3869,gameID_3058-fb4fe740-d862-453b-a08f-44375a040165_trial_23.png,redantique,straight,straight,bird,bird,further,7.063,3058-fb4fe740-d862-453b-a08f-44375a040165,True,nightingale,1.72,0.0343,7,True
6907,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,woven,woven,1,2738,gameID_1752-fba5d4af-f103-4e3a-b100-d479bb0a2d11_trial_23.png,straight,inlay,inlay,chair,chair,closer,24.148000000000003,1752-fba5d4af-f103-4e3a-b100-d479bb0a2d11,True,woven,5.435,0.0434,8,True
