,gameID,target,choice,correct,rt,fname,d1,d2,d3,target_category,chosen_category,condition,drawDuration,original_gameID,viewer_correct,viewer_choice,viewer_RT,mean_intensity,num_strokes,correct_class
6908,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,squat,sling,0,1641,gameID_4088-45a9d4bd-2ce2-4404-8743-5d9a30dc38e2_trial_23.png,inlay,woven,woven,chair,chair,closer,84.295,4088-45a9d4bd-2ce2-4404-8743-5d9a30dc38e2,True,squat,5.1739999999999995,0.0895,27,True
6909,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,redantique,brown,0,2488,gameID_9451-6c7f6084-1fb9-47c6-a7c2-36a20f2951c5_trial_23.png,tomtit,sling,sling,car,car,further,1.89,9451-6c7f6084-1fb9-47c6-a7c2-36a20f2951c5,True,redantique,3.133,0.0363,3,True
6910,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,tomtit,squat,0,10478,gameID_4409-c993cc06-d675-4acb-881f-b5377cf24d71_trial_23.png,redsport,inlay,inlay,bird,chair,further,3.763,4409-c993cc06-d675-4acb-881f-b5377cf24d71,True,tomtit,2.019,0.0338,5,False
6911,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,bluejay,tomtit,0,3666,gameID_6097-bd18a2a0-7f23-4304-890f-cb44cf334fe4_trial_23.png,bluesedan,leather,leather,bird,bird,further,11.794,6097-bd18a2a0-7f23-4304-890f-cb44cf334fe4,True,bluejay,6.007000000000001,0.0199,6,True
6912,9249-2dd05bc6-25d8-45f5-9e08-bf4daef537b4,waiting,sling,0,3898,gameID_1610-56ada1db-89be-40bc-a0f2-61e9769b6987_trial_23.png,sling,woven,woven,chair,chair,closer,18.865,1610-56ada1db-89be-40bc-a0f2-61e9769b6987,True,waiting,10.421,0.0474,7,True
6913,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,pigeon,pigeon,1,5631,gameID_5412-7dc95fb9-5b93-4d9a-bf13-7d349722b687_trial_2.png,brown,straight,straight,bird,bird,further,18.366,5412-7dc95fb9-5b93-4d9a-bf13-7d349722b687,True,pigeon,4.279,0.0287,14,True
6914,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,doberman,bullmastiff,0,8476,gameID_0225-fd115f45-542e-4c76-9672-54e60295fc00_trial_2.png,tomtit,hatchback,hatchback,dog,dog,further,4.792,0225-fd115f45-542e-4c76-9672-54e60295fc00,True,doberman,11.359000000000002,0.0215,5,True
6915,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,squat,squat,1,7563,gameID_7567-ce474df0-a84b-46aa-b23d-c238f8234641_trial_2.png,nightingale,redsport,redsport,chair,chair,further,16.302,7567-ce474df0-a84b-46aa-b23d-c238f8234641,True,squat,2.315,0.0727,13,True
6917,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,robin,robin,1,14786,gameID_4409-c993cc06-d675-4acb-881f-b5377cf24d71_trial_4.png,sparrow,nightingale,nightingale,bird,bird,closer,71.626,4409-c993cc06-d675-4acb-881f-b5377cf24d71,True,robin,13.18,0.0922,16,True
6918,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,inlay,inlay,1,3345,gameID_1227-b0df7616-c762-4bb6-8c0e-fcb7cf68ddba_trial_4.png,crow,redsport,redsport,chair,chair,further,5.002,1227-b0df7616-c762-4bb6-8c0e-fcb7cf68ddba,True,inlay,3.048,0.0491,5,True
6919,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,pigeon,tomtit,0,5671,gameID_6500-391008be-12c2-4a97-a943-7bf13a56bbb7_trial_4.png,sparrow,tomtit,tomtit,bird,bird,closer,40.721,6500-391008be-12c2-4a97-a943-7bf13a56bbb7,True,pigeon,5.216,0.0518,9,True
6920,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,cuckoo,cuckoo,1,11898,gameID_7988-85f09ac5-8225-48f3-9367-e890cdbb4ffb_trial_4.png,redsport,leather,leather,bird,bird,further,25.23,7988-85f09ac5-8225-48f3-9367-e890cdbb4ffb,True,cuckoo,3.16,0.0403,10,True
6921,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,bullmastiff,bullmastiff,1,9816,gameID_2216-946e1652-c7ea-4dc7-8829-129c7cc55176_trial_4.png,basset,doberman,doberman,dog,dog,closer,26.525,2216-946e1652-c7ea-4dc7-8829-129c7cc55176,True,bullmastiff,19.825,0.0515,3,True
6922,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,waiting,waiting,1,5750,gameID_6786-9c3169eb-962e-468b-8922-b99247975eb2_trial_5.png,sparrow,redantique,redantique,chair,chair,further,6.087000000000001,6786-9c3169eb-962e-468b-8922-b99247975eb2,True,waiting,12.32,0.0446,4,True
6923,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,bluesedan,bluesedan,1,7709,gameID_0225-fd115f45-542e-4c76-9672-54e60295fc00_trial_5.png,bluesport,beetle,beetle,car,car,closer,27.715,0225-fd115f45-542e-4c76-9672-54e60295fc00,False,brown,6.0,0.0393,9,True
6925,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,redantique,redantique,1,4357,gameID_7106-d5bbcf75-2894-4656-b1bd-19e73abf8a17_trial_5.png,bluesedan,redsport,redsport,car,car,closer,64.571,7106-d5bbcf75-2894-4656-b1bd-19e73abf8a17,True,redantique,4.675,0.0699,15,True
6926,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,brown,bluesport,0,10271,gameID_3956-be947e80-531d-42ce-b238-e0b3bd997edf_trial_5.png,pigeon,woven,woven,car,car,further,19.224,3956-be947e80-531d-42ce-b238-e0b3bd997edf,True,brown,7.767,0.0316,3,True
6927,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,redantique,brown,0,9661,gameID_2323-a9c585ff-0096-4f9c-8be4-e202993c654f_trial_6.png,crow,knob,knob,car,car,further,26.26,2323-a9c585ff-0096-4f9c-8be4-e202993c654f,True,redantique,3.948,0.0432,8,True
6928,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,basset,basset,1,7079,gameID_4409-c993cc06-d675-4acb-881f-b5377cf24d71_trial_6.png,crow,redantique,redantique,dog,dog,further,25.514,4409-c993cc06-d675-4acb-881f-b5377cf24d71,True,basset,3.542,0.0396,10,True
6929,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,inlay,inlay,1,14333,gameID_3897-71f63429-f74c-42ea-a48e-f21b736affde_trial_6.png,pigeon,bluesport,bluesport,chair,chair,further,11.949000000000002,3897-71f63429-f74c-42ea-a48e-f21b736affde,True,inlay,3.905,0.0429,8,True
6930,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,redantique,redantique,1,4853,gameID_1227-b0df7616-c762-4bb6-8c0e-fcb7cf68ddba_trial_6.png,hatchback,brown,brown,car,car,closer,7.343999999999999,1227-b0df7616-c762-4bb6-8c0e-fcb7cf68ddba,True,redantique,7.365,0.0381,3,True
6931,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,woven,woven,1,7092,gameID_8901-cec404f6-c1b9-458f-8ab5-3fac34c1563f_trial_6.png,knob,waiting,waiting,chair,chair,closer,32.34,8901-cec404f6-c1b9-458f-8ab5-3fac34c1563f,True,woven,4.9830000000000005,0.0452,8,True
6932,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,bluesport,bluesport,1,7048,gameID_2721-f28245be-a3ac-425e-9538-5c0803980807_trial_6.png,nightingale,straight,straight,car,car,further,27.664,2721-f28245be-a3ac-425e-9538-5c0803980807,True,bluesport,3.679,0.0681,12,True
6933,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,nightingale,nightingale,1,6506,gameID_2137-5eb24312-af96-43dc-bb4b-76ac0d817ede_trial_6.png,cuckoo,tomtit,tomtit,bird,bird,closer,26.351,2137-5eb24312-af96-43dc-bb4b-76ac0d817ede,True,nightingale,6.386,0.0332,11,True
6934,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,goldenretriever,goldenretriever,1,5395,gameID_8484-f49ea84f-5e54-4a64-b793-bed95e9aa1fd_trial_6.png,tomtit,bluesport,bluesport,dog,dog,further,35.705999999999996,8484-f49ea84f-5e54-4a64-b793-bed95e9aa1fd,True,goldenretriever,10.235,0.0411,13,True
6935,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,pigeon,crow,0,8301,gameID_0152-6051cc20-5fbc-43f5-8ca3-08711b390cfc_trial_6.png,redsport,inlay,inlay,bird,bird,further,0.0,0152-6051cc20-5fbc-43f5-8ca3-08711b390cfc,True,pigeon,30.619,0.0486,1,True
6936,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,leather,leather,1,5258,gameID_3230-d1aa5a54-b0ce-4d0d-be06-e49efb324a4b_trial_7.png,straight,knob,knob,chair,chair,closer,44.8,3230-d1aa5a54-b0ce-4d0d-be06-e49efb324a4b,True,leather,5.739,0.0795,12,True
6937,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,chihuahua,chihuahua,1,8869,gameID_1593-3cebc49a-ef16-451d-a5a9-aad9b5ac4695_trial_7.png,robin,redsport,redsport,dog,dog,further,25.432,1593-3cebc49a-ef16-451d-a5a9-aad9b5ac4695,True,chihuahua,2.97,0.0542,6,True
6938,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,straight,straight,1,3350,gameID_1752-fba5d4af-f103-4e3a-b100-d479bb0a2d11_trial_7.png,inlay,woven,woven,chair,chair,closer,29.888,1752-fba5d4af-f103-4e3a-b100-d479bb0a2d11,True,straight,4.243,0.0355,16,True
6939,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,sling,sling,1,1794,gameID_4409-c993cc06-d675-4acb-881f-b5377cf24d71_trial_7.png,knob,woven,woven,chair,chair,closer,41.803999999999995,4409-c993cc06-d675-4acb-881f-b5377cf24d71,True,sling,2.895,0.085,19,True
6940,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,goldenretriever,goldenretriever,1,6020,gameID_8196-ad38e7de-f882-4af8-8645-0934a9585321_trial_7.png,pigeon,brown,brown,dog,dog,further,25.226999999999997,8196-ad38e7de-f882-4af8-8645-0934a9585321,True,goldenretriever,12.023,0.0529,6,True
6941,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,white,beetle,0,11427,gameID_6097-bd18a2a0-7f23-4304-890f-cb44cf334fe4_trial_7.png,beetle,bluesport,bluesport,car,car,closer,26.9,6097-bd18a2a0-7f23-4304-890f-cb44cf334fe4,False,bluesport,11.21,0.0342,7,True
6943,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,redsport,redsport,1,3875,gameID_2475-56c56a85-8926-4355-b02d-9fe236623033_trial_7.png,bluejay,sling,sling,car,car,further,0.312,2475-56c56a85-8926-4355-b02d-9fe236623033,True,redsport,2.728,0.0342,2,True
6944,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,inlay,inlay,1,3934,gameID_4922-1aed9a2a-2e30-4032-9087-500ec1c2d3aa_trial_7.png,waiting,woven,woven,chair,chair,closer,17.774,4922-1aed9a2a-2e30-4032-9087-500ec1c2d3aa,True,inlay,3.011,0.0484,8,True
6945,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,weimaraner,pug,0,6065,gameID_4613-4fa2802d-8f43-4ffd-9a0a-9d29240651d1_trial_7.png,pug,basset,basset,dog,dog,closer,7.1579999999999995,4613-4fa2802d-8f43-4ffd-9a0a-9d29240651d1,False,pug,16.72,0.0817,2,True
6946,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,nightingale,tomtit,0,12460,gameID_0303-238b7c04-aff2-417c-b7ab-895bcb3d54b9_trial_7.png,robin,crow,crow,bird,bird,closer,49.257,0303-238b7c04-aff2-417c-b7ab-895bcb3d54b9,False,tomtit,13.599,0.0431,18,True
6947,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,bluesedan,bluesport,0,7226,gameID_2769-b075d070-88e5-47fe-b275-c49134b19ceb_trial_7.png,robin,sling,sling,car,car,further,15.418,2769-b075d070-88e5-47fe-b275-c49134b19ceb,True,bluesedan,4.82,0.045,10,True
6948,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,hatchback,beetle,0,8818,gameID_8484-f49ea84f-5e54-4a64-b793-bed95e9aa1fd_trial_7.png,redsport,beetle,beetle,car,car,closer,31.455,8484-f49ea84f-5e54-4a64-b793-bed95e9aa1fd,True,hatchback,7.781000000000001,0.0316,9,True
6949,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,bullmastiff,weimaraner,0,5808,gameID_1783-0c833753-f18a-428d-9d3a-2e37d06f04e6_trial_7.png,cuckoo,white,white,dog,dog,further,12.280999999999999,1783-0c833753-f18a-428d-9d3a-2e37d06f04e6,True,bullmastiff,3.5860000000000003,0.0464,9,True
6950,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,bluejay,bluejay,1,9862,gameID_0152-6051cc20-5fbc-43f5-8ca3-08711b390cfc_trial_7.png,sparrow,cuckoo,cuckoo,bird,bird,closer,25.166,0152-6051cc20-5fbc-43f5-8ca3-08711b390cfc,True,bluejay,32.188,0.0532,7,True
6952,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,weimaraner,chihuahua,0,3981,gameID_2323-a9c585ff-0096-4f9c-8be4-e202993c654f_trial_11.png,pigeon,bluesedan,bluesedan,dog,dog,further,29.29,2323-a9c585ff-0096-4f9c-8be4-e202993c654f,True,weimaraner,5.667999999999999,0.0442,11,True
6953,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,chihuahua,doberman,0,6703,gameID_0225-fd115f45-542e-4c76-9672-54e60295fc00_trial_11.png,goldenretriever,bloodhound,bloodhound,dog,dog,closer,19.644000000000002,0225-fd115f45-542e-4c76-9672-54e60295fc00,True,chihuahua,8.77,0.0318,10,True
6957,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,waiting,waiting,1,1988,gameID_7106-d5bbcf75-2894-4656-b1bd-19e73abf8a17_trial_14.png,knob,squat,squat,chair,chair,closer,21.644000000000002,7106-d5bbcf75-2894-4656-b1bd-19e73abf8a17,True,waiting,4.272,0.0621,10,True
6958,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,robin,crow,0,8868,gameID_0152-6051cc20-5fbc-43f5-8ca3-08711b390cfc_trial_14.png,redantique,woven,woven,bird,bird,further,0.0,0152-6051cc20-5fbc-43f5-8ca3-08711b390cfc,True,robin,5.507999999999999,0.0488,1,True
6959,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,crow,bluejay,0,1821,gameID_6224-40ab6004-b7c1-4d1d-a308-a061099290fc_trial_15.png,hatchback,sling,sling,bird,bird,further,2.7680000000000002,6224-40ab6004-b7c1-4d1d-a308-a061099290fc,True,crow,1.9869999999999999,0.0257,3,True
6960,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,redsport,bluesedan,0,3203,gameID_4099-cfa19d59-4f8b-4d34-bd3f-23a1e8c79e67_trial_15.png,crow,squat,squat,car,car,further,5.457999999999999,4099-cfa19d59-4f8b-4d34-bd3f-23a1e8c79e67,True,redsport,2.903,0.0296,3,True
6961,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,weimaraner,weimaraner,1,2256,gameID_1593-3cebc49a-ef16-451d-a5a9-aad9b5ac4695_trial_15.png,doberman,bloodhound,bloodhound,dog,dog,closer,45.263000000000005,1593-3cebc49a-ef16-451d-a5a9-aad9b5ac4695,True,weimaraner,14.273,0.0703,7,True
6962,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,nightingale,tomtit,0,6311,gameID_9903-d6e6a9ff-a878-4bee-b2d5-26e2e239460a_trial_15.png,crow,pigeon,pigeon,bird,bird,closer,33.981,9903-d6e6a9ff-a878-4bee-b2d5-26e2e239460a,True,nightingale,4.112,0.0402,16,True
6964,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,sparrow,cuckoo,0,4596,gameID_7567-ce474df0-a84b-46aa-b23d-c238f8234641_trial_15.png,pigeon,crow,crow,bird,bird,closer,29.982,7567-ce474df0-a84b-46aa-b23d-c238f8234641,False,robin,3.0439999999999996,0.0281,7,True
6965,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,doberman,chihuahua,0,3130,gameID_4471-2bd3bf63-be9f-4c2b-8cf2-a27d10269baa_trial_15.png,robin,beetle,beetle,dog,dog,further,15.274000000000001,4471-2bd3bf63-be9f-4c2b-8cf2-a27d10269baa,True,doberman,12.142999999999999,0.0488,9,True
6966,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,bullmastiff,bullmastiff,1,9395,gameID_1610-56ada1db-89be-40bc-a0f2-61e9769b6987_trial_15.png,weimaraner,chihuahua,chihuahua,dog,dog,closer,28.991,1610-56ada1db-89be-40bc-a0f2-61e9769b6987,False,chihuahua,6.984,0.0317,8,True
6967,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,pigeon,pigeon,1,6648,gameID_2121-a3dd33f4-82fc-4913-991c-1d372f6923f0_trial_15.png,nightingale,cuckoo,cuckoo,bird,bird,closer,44.632,2121-a3dd33f4-82fc-4913-991c-1d372f6923f0,True,pigeon,1.965,0.0551,27,True
6969,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,bluesedan,bluesedan,1,11961,gameID_2721-f28245be-a3ac-425e-9538-5c0803980807_trial_15.png,redsport,brown,brown,car,car,closer,58.81399999999999,2721-f28245be-a3ac-425e-9538-5c0803980807,True,bluesedan,19.113,0.0576,13,True
6970,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,bluejay,bluejay,1,2105,gameID_7988-85f09ac5-8225-48f3-9367-e890cdbb4ffb_trial_15.png,robin,tomtit,tomtit,bird,bird,closer,25.971,7988-85f09ac5-8225-48f3-9367-e890cdbb4ffb,True,bluejay,3.173,0.0292,11,True
6971,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,cuckoo,cuckoo,1,11147,gameID_0303-238b7c04-aff2-417c-b7ab-895bcb3d54b9_trial_15.png,beetle,squat,squat,bird,bird,further,41.361000000000004,0303-238b7c04-aff2-417c-b7ab-895bcb3d54b9,True,cuckoo,26.851,0.032,248,True
6972,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,nightingale,nightingale,1,3885,gameID_3485-477008c1-e529-4ad0-a62b-df33c782a5e3_trial_15.png,crow,cuckoo,cuckoo,bird,bird,closer,14.405,3485-477008c1-e529-4ad0-a62b-df33c782a5e3,True,nightingale,1.9969999999999999,0.0252,6,True
6973,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,basset,basset,1,3135,gameID_8484-f49ea84f-5e54-4a64-b793-bed95e9aa1fd_trial_15.png,doberman,weimaraner,weimaraner,dog,dog,closer,22.328000000000003,8484-f49ea84f-5e54-4a64-b793-bed95e9aa1fd,True,basset,5.749,0.0307,7,True
6974,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,leather,inlay,0,10245,gameID_5994-c7c61529-a835-4433-9c73-f628a189f385_trial_15.png,pigeon,redsport,redsport,chair,chair,further,13.687000000000001,5994-c7c61529-a835-4433-9c73-f628a189f385,True,leather,3.593,0.0353,7,True
6975,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,cuckoo,cuckoo,1,12998,gameID_4609-852cfd4d-44d8-42fc-9c7c-8460ce918f16_trial_15.png,robin,nightingale,nightingale,bird,bird,closer,39.415,4609-852cfd4d-44d8-42fc-9c7c-8460ce918f16,True,cuckoo,3.565,0.0704,15,True
6976,9269-7cc9184b-5ec2-434e-866e-ea98ce9f0441,redsport,beetle,0,1960,gameID_8690-8b4e0b59-f3f2-4e43-b4a0-66caff2a72e4_trial_16.png,cuckoo,straight,straight,car,car,further,16.857,8690-8b4e0b59-f3f2-4e43-b4a0-66caff2a72e4,True,redsport,19.340999999999998,0.0466,13,True
6977,9272-4712978a-2153-467b-b0b8-0a78bcc5bb73,tomtit,tomtit,1,7702,gameID_3897-71f63429-f74c-42ea-a48e-f21b736affde_trial_7.png,bluejay,robin,robin,bird,bird,closer,56.519,3897-71f63429-f74c-42ea-a48e-f21b736affde,True,tomtit,4.476,0.1589,18,True
6978,9272-4712978a-2153-467b-b0b8-0a78bcc5bb73,doberman,bloodhound,0,11548,gameID_1610-56ada1db-89be-40bc-a0f2-61e9769b6987_trial_7.png,weimaraner,chihuahua,chihuahua,dog,dog,closer,32.459,1610-56ada1db-89be-40bc-a0f2-61e9769b6987,True,doberman,7.452999999999999,0.0271,13,True
6979,9272-4712978a-2153-467b-b0b8-0a78bcc5bb73,robin,robin,1,4526,gameID_3169-1a552a49-44e5-4a78-bed6-72a6aca82625_trial_7.png,bluesport,inlay,inlay,bird,bird,further,11.297,3169-1a552a49-44e5-4a78-bed6-72a6aca82625,True,robin,2.5180000000000002,0.0385,10,True
6980,9272-4712978a-2153-467b-b0b8-0a78bcc5bb73,pug,doberman,0,7819,gameID_8621-ca1f4a87-da08-43dd-96fb-948482e4d94c_trial_7.png,weimaraner,basset,basset,dog,dog,closer,8.259,8621-ca1f4a87-da08-43dd-96fb-948482e4d94c,True,pug,10.574000000000002,0.0477,3,True
6981,9272-4712978a-2153-467b-b0b8-0a78bcc5bb73,weimaraner,bloodhound,0,2609,gameID_7285-f99d9991-de84-43cc-b359-e9de387ab0b5_trial_7.png,robin,redantique,redantique,dog,dog,further,10.659,7285-f99d9991-de84-43cc-b359-e9de387ab0b5,True,weimaraner,5.074,0.038,5,True
6982,9272-4712978a-2153-467b-b0b8-0a78bcc5bb73,tomtit,tomtit,1,2483,gameID_1682-6ebee481-ec2e-4624-a5d2-2e74803e940d_trial_7.png,pigeon,bluejay,bluejay,bird,bird,closer,18.086,1682-6ebee481-ec2e-4624-a5d2-2e74803e940d,True,tomtit,9.46,0.0366,12,True
6983,9272-4712978a-2153-467b-b0b8-0a78bcc5bb73,robin,nightingale,0,5197,gameID_3572-0843efc9-9dec-40f1-879f-2a61d8a3622d_trial_7.png,crow,bluejay,bluejay,bird,bird,closer,34.415,3572-0843efc9-9dec-40f1-879f-2a61d8a3622d,True,robin,4.023,0.0724,12,True
6984,9272-4712978a-2153-467b-b0b8-0a78bcc5bb73,bluesport,bluesport,1,7752,gameID_3741-3d676fa8-13ae-4785-8a62-7cc820eaccb0_trial_7.png,beetle,redantique,redantique,car,car,closer,49.739,3741-3d676fa8-13ae-4785-8a62-7cc820eaccb0,True,bluesport,13.283,0.0645,22,True
6985,9272-4712978a-2153-467b-b0b8-0a78bcc5bb73,redantique,hatchback,0,3206,gameID_6698-4fc0cc09-7c7a-4adf-95d7-af88c375d43a_trial_7.png,bluesedan,redsport,redsport,car,car,closer,56.975,6698-4fc0cc09-7c7a-4adf-95d7-af88c375d43a,True,redantique,2.588,0.0588,19,True
6986,9272-4712978a-2153-467b-b0b8-0a78bcc5bb73,redsport,brown,0,2438,gameID_2475-56c56a85-8926-4355-b02d-9fe236623033_trial_7.png,bluejay,sling,sling,car,car,further,0.312,2475-56c56a85-8926-4355-b02d-9fe236623033,True,redsport,2.728,0.0342,2,True
6987,9272-4712978a-2153-467b-b0b8-0a78bcc5bb73,robin,pigeon,0,2643,gameID_5707-49e9e7c8-5fe1-4469-9905-4ba89ccde7dd_trial_7.png,sparrow,tomtit,tomtit,bird,bird,closer,51.643,5707-49e9e7c8-5fe1-4469-9905-4ba89ccde7dd,False,bluejay,28.09,0.0499,10,True
6988,9272-4712978a-2153-467b-b0b8-0a78bcc5bb73,inlay,inlay,1,6350,gameID_2611-14794729-06be-4093-aac5-8a631b1fa894_trial_7.png,robin,bluesport,bluesport,chair,chair,further,21.975,2611-14794729-06be-4093-aac5-8a631b1fa894,True,inlay,8.185,0.0538,10,True
6989,9272-4712978a-2153-467b-b0b8-0a78bcc5bb73,redsport,redantique,0,2083,gameID_7988-85f09ac5-8225-48f3-9367-e890cdbb4ffb_trial_7.png,cuckoo,leather,leather,car,car,further,4.159,7988-85f09ac5-8225-48f3-9367-e890cdbb4ffb,True,redsport,2.594,0.03,3,True
6990,9272-4712978a-2153-467b-b0b8-0a78bcc5bb73,redantique,redsport,0,1771,gameID_0773-7fd737ec-3498-4e32-b097-7d7f0b9a0af8_trial_7.png,tomtit,leather,leather,car,car,further,23.311999999999998,0773-7fd737ec-3498-4e32-b097-7d7f0b9a0af8,True,redantique,5.857,0.035,6,True
6991,9272-4712978a-2153-467b-b0b8-0a78bcc5bb73,white,bluesport,0,1355,gameID_5148-2dd2d418-6ff6-40f1-ac59-e201d15bc528_trial_7.png,hatchback,redsport,redsport,car,car,closer,27.874000000000002,5148-2dd2d418-6ff6-40f1-ac59-e201d15bc528,True,white,9.584,0.0746,14,True
6992,9272-4712978a-2153-467b-b0b8-0a78bcc5bb73,brown,bluesport,0,1356,gameID_8844-b38e583e-3f9a-4f4e-baa2-1ad91742f7d4_trial_7.png,crow,sling,sling,car,car,further,2.533,8844-b38e583e-3f9a-4f4e-baa2-1ad91742f7d4,True,brown,3.282,0.036000000000000004,3,True
6993,9272-4712978a-2153-467b-b0b8-0a78bcc5bb73,bluesedan,beetle,0,1725,gameID_2769-b075d070-88e5-47fe-b275-c49134b19ceb_trial_7.png,robin,sling,sling,car,car,further,15.418,2769-b075d070-88e5-47fe-b275-c49134b19ceb,True,bluesedan,4.82,0.045,10,True
6994,9272-4712978a-2153-467b-b0b8-0a78bcc5bb73,tomtit,bluejay,0,2173,gameID_7639-4967af0b-721a-46b1-a2ca-3010355ac1f0_trial_7.png,beetle,inlay,inlay,bird,bird,further,14.954,7639-4967af0b-721a-46b1-a2ca-3010355ac1f0,True,tomtit,2.597,0.0282,16,True
6995,9272-4712978a-2153-467b-b0b8-0a78bcc5bb73,crow,pigeon,0,2082,gameID_6444-67a3b4d4-43a4-41bb-a9cf-e8739fbe8802_trial_7.png,robin,sparrow,sparrow,bird,bird,closer,77.568,6444-67a3b4d4-43a4-41bb-a9cf-e8739fbe8802,True,crow,15.593,0.0502,17,True
6996,9272-4712978a-2153-467b-b0b8-0a78bcc5bb73,pug,pug,1,2149,gameID_0834-74e58d84-5f2f-4ffd-8df3-e32076ea5aa1_trial_7.png,cuckoo,hatchback,hatchback,dog,dog,further,9.512,0834-74e58d84-5f2f-4ffd-8df3-e32076ea5aa1,True,pug,4.434,0.0579,8,True
6997,9272-4712978a-2153-467b-b0b8-0a78bcc5bb73,nightingale,tomtit,0,1585,gameID_7823-f830a2ad-96de-4d1f-a926-5b44d0a625aa_trial_7.png,bluesedan,inlay,inlay,bird,bird,further,7.879,7823-f830a2ad-96de-4d1f-a926-5b44d0a625aa,True,nightingale,2.948,0.0288,6,True
6998,9272-4712978a-2153-467b-b0b8-0a78bcc5bb73,bullmastiff,bloodhound,0,1913,gameID_1783-0c833753-f18a-428d-9d3a-2e37d06f04e6_trial_7.png,cuckoo,white,white,dog,dog,further,12.280999999999999,1783-0c833753-f18a-428d-9d3a-2e37d06f04e6,True,bullmastiff,3.5860000000000003,0.0464,9,True
6999,9272-4712978a-2153-467b-b0b8-0a78bcc5bb73,white,white,1,2029,gameID_1233-33433bd3-d72b-4c2a-9ed0-3e83a80f8e94_trial_7.png,redsport,redantique,redantique,car,car,closer,28.052,1233-33433bd3-d72b-4c2a-9ed0-3e83a80f8e94,True,white,6.4270000000000005,0.0438,8,True
7000,9272-4712978a-2153-467b-b0b8-0a78bcc5bb73,basset,doberman,0,2497,gameID_7004-6ff0964c-ff95-40f9-8696-d6a8931c94d5_trial_8.png,crow,redsport,redsport,dog,dog,further,10.582,7004-6ff0964c-ff95-40f9-8696-d6a8931c94d5,True,basset,3.965,0.0453,8,True
